OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
87,Trinity Apothecary,30041001,Pharmacy,,2501 E Hebron Pkwy Suite 100b,Carrollton,Denton,0,0,0,0,0,0,0,(972) 492-2151,http://www.trinityapothecary.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",,,-96.859368,33.024318
88,PAM Specialty Hospital of New Braunfels,30038160,Hospital,,1445 Hanz Dr,New Braunfels,,0,0,0,0,0,0,0,(830) 627-7600,,,,,,-98.10195,29.72731
89,Family Health Center Perryton,25094683,Medical Practice,,3019 S Main St,Perryton,Ochiltree,0,0,0,0,0,0,0,(806) 435-7154,,,,01/15/2021      ,08:02:26        ,-100.802558,36.369964
90,Carevide,25206891,Community Clinic,,4311 Wesley St,Greenville,Hunt,0,0,40,0,40,0,40, 903-455-5958,,,,01/15/2021      ,18:22:13        ,-96.10876,33.12647
91,Wilson Community Health Center,25176476,Community Clinic,,540 10th Street,Floresville,Wilson,0,0,30,0,30,0,30,(830) 393-9390,http://www.atascosahealthcenter.org/wilson-community-health-center.html,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,08:35:53        ,-98.16688,29.154019
92,Davila Pharmacy,1502047008,Pharmacy,,1423 Guadalupe St,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 226-5293,http://www.davilapharmacy.com/,,"Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: 9:00 AM – 2:00 PM,Sunday: Closed",01/15/2021      ,09:19:16        ,-98.516509,29.418611
93,Texas Tech Health Sciences Center,1502110021,Other,,801 West 4th Street,Odessa,Ector,0,0,30,0,30,0,30,(806) 743-1000,http://www.ttuhsc.edu/lubbock/,,,01/15/2021      ,08:53:47        ,-102.376327,31.843602
94,MEDICAL CITY - DENTON,4441,Pharmacy,E,3535 South I35 East,Denton,Denton,0,0,500,0,500,0,500,(940) 384-3535,https://medicalcityhealthcare.com/locations/medical-city-denton/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,16:30:25        ,-97.09223,33.178512
95,HOPE Clinic Alief,25306280,Community Clinic,,14438 Bellaire Blvd,Houston,Harris,0,0,0,0,0,0,0,,,,,01/15/2021      ,08:03:40        ,-95.640751,29.705738
96,BIS Community Clinic,1111810000,Community Clinic,,Highway 90 North,Bedias,Grimes,0,0,20,0,20,0,20,,,,,01/16/2021      ,12:22:55        ,-95.949703,30.774691
97,First Medical Response Of Texas Inc,1502129002,Other,,854 Wild Rose Drive,Austin,Hays,0,0,0,0,0,0,0,(512) 233-4929,https://www.firstmedicalresponse.org/,,,01/16/2021      ,12:19:30        ,-97.985041,30.16703
98,Brookshire Brothers Pharmacy 2,25207685,Pharmacy,,1216 South St,Nacogdoches,Nacogdoches,0,0,0,0,0,0,0,(972) 782-8601,https://www.brookshires.com/pharmacy-wellness,,"Monday: 9:00 AM – 7:00 PM,Tuesday: 9:00 AM – 7:00 PM,Wednesday: 9:00 AM – 7:00 PM,Thursday: 9:00 AM – 7:00 PM,Friday: 9:00 AM – 7:00 PM,Saturday: 9:00 AM – 4:00 PM,Sunday: Closed",,,-94.663284,31.595004
99,Dept of State Health Services - Raymondville,25001723,Local Health Department,,601 W Sesame Drive,Harlingen,Cameron,0,0,0,0,0,0,0,(956) 689-5906,https://www.dshs.texas.gov/,,,01/15/2021      ,19:18:37        ,-97.681215,26.165835
101,Excel Urgent Care Pllc,1502094060,Medical Practice,,25801 Hwy 290,Cypress,Harris,0,0,0,0,0,0,0,(281) 377-8664,http://www.excelurgentcare.com/,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 9:00 PM,Sunday: 9:00 AM – 9:00 PM",01/16/2021      ,11:56:59        ,-95.691445,29.967693
103,Dept of Public Health - Cameron County,25004283,Vaccine Hub,,1390 W Expressway 83,San Benito,Cameron,0,0,0,0,0,0,0,956-247-3650,https://www.cameroncounty.us/publichealth/index.php/coronavirus/,,,01/11/2021      ,18:58:32        ,-97.654397,26.140153
104,Ccdhhs San Benito Nursing Office,25004629,Vaccine Hub,,1390 W Expressway 83,San Benito,Cameron,0,0,5000,0,5000,0,5000,(956) 361-8244,http://www.co.cameron.tx.us/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/11/2021      ,18:50:48        ,-97.654397,26.140153
106,CHRISTUS SANTA ROSA HOSPITAL - CHILDRENS,456331529,Hospital,P,333 N Santa Rosa Ave, San Antonio,Bexar,0,0,0,0,0,0,0,(210) 704-2011,,,,,,-98.497856,29.427792
107,"Odessa Emergency Center, LLC",1502156079,Hospital,,2731 N Grandview Ave,Odessa,,0,0,0,0,0,0,0,(432) 366-0945,,,,,,-102.347525,31.876316
108,Starr Co Memorial Hospital Rural Health,25133102,Other,,128 FM 3167,Rio Grande City,,0,0,0,0,0,0,0,(956) 487-0453,,,,,,-98.85601,26.38752
109,Healthcare Associates Of Texas - Southlake,1502092006,Medical Practice,,,Southlake,,0,0,0,0,0,0,0,(817) 310-0421,https://healthcareassociates.com/location/southlake/,,,,,-97.164818,32.941755
110,Surgery Center of Texas,1502154686,Other,,,Plano,,0,0,10,0,10,0,10,,,,closed Saturday and Sunday,01/13/2021      ,13:54:15        ,,
111,Kroger Pharmacy 607,25205721,Pharmacy,,2300 Gessner Rd,Houston,Harris,0,0,0,0,0,0,0,(713) 467-9425,http://www.kroger.com/stores/details/034/00607?cid=loc_03400607PP_gmb,,,01/15/2021      ,19:59:57        ,-95.545163,29.814044
112,Texas Center For Infectious Disease,25204668,Hospital,,2303 SE Military Dr,San Antonio,,0,0,0,0,0,0,0,(210) 534-8857,,,,,,-98.4582,29.3519
113,Texoma Hospital Partners LLC,1502154695,Hospital,,1810 US-82,Gainesville,,0,0,0,0,0,0,0,(903) 870-2600,,,,,,-97.12656,33.642267
114,Silverado Hospice Of Houston Inc,1502098125,Other,,4800 Sugar Grove Blvd #390,Stafford,,0,0,0,0,0,0,0,(866) 493-0675,,,,,,-95.58238,29.64329
115,Candelaria Medical Center,25056334,Community Clinic,,8269 N Loop Dr,El Paso,El Paso,0,0,0,0,0,0,0,(915) 591-1615,,,"8-5 Mon-Fri
8-12 Saturday",01/13/2021      ,18:52:47        ,-106.339786,31.724065
116,Pam Specialty Hospital Of Texarkana,30040360,Other,,2400 St Michael Dr,Texarkana,,0,0,0,0,0,0,0,(903) 614-7600,,,,,,-94.070949,33.463911
117,Brookshire Brothers Pharmacy 10,25207690,Pharmacy,,300 W Us Highway 84,Fairfield,Freestone,0,0,180,0,180,0,180,(318) 949-8476,https://www.brookshires.com/pharmacy-wellness,,,01/14/2021      ,13:40:21        ,-96.168218,31.724133
119,North Hills Family Practice Keller,25095950,Medical Practice,,300 N Rufe Snow Dr,Keller,Tarrant,0,0,0,0,0,0,0,(817) 431-3800,http://www.nhfm.net/,,,,,-97.229305,32.937563
120,North Central Texas Comunity Healthcare,25139248,Community Clinic,,200 Mlk Jr Blvd,Wichita Falls,Wichita,0,0,0,0,0,0,0,(940) 766-6306,https://www.chcwf.com/,,,01/15/2021      ,09:50:21        ,-98.490731,33.920487
121,Warm Springs Rehabilitation Hospital of Victoria,1502156071,Hospital,,101 James Coleman Dr,Victoria,,0,0,0,0,0,0,0,(361) 220-7900,,,,,,-97.02281,28.85621
122,Northwest Houston Heart Center,1502108019,Medical Practice,,308 Holderrieth Blvd,Tomball,Harris,0,0,60,0,60,0,60,(281) 351-4911,https://houstonheartcenter.com/,,"Monday: 7:30 AM – 5:00 PM,Tuesday: 7:30 AM – 5:00 PM,Wednesday: 7:30 AM – 5:00 PM,Thursday: 7:30 AM – 5:00 PM,Friday: 7:30 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,10:00:14        ,-95.624045,30.090729
123,Emergency Care of East Houston,1502109006,Hospital,,15119 Wallisville Rd,Houston,Harris,0,0,50,0,50,0,50,,,,,,,-95.172005,29.807213
125,Parkview Rural Health Clinic - Wheeler,25308672,Other,,307 E 9th St,Wheeler,Wheeler,0,0,0,0,0,0,0,(806) 826-0180,,,,,,-100.26991,35.44003
126,Clear Choice Er,191598,Medical Practice,,7105 N Bartlett Ave #101, Laredo,Webb,0,0,0,0,0,0,0,(956) 242-4225,,,,01/14/2021      ,08:10:25        ,-99.462424,27.567824
127,DHR HEALTH,12413,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,0,85,0,10,0,95,95,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,09:49:46        ,-98.20409,26.252653
128,The Heights Emergency Room,32726,Other,Q,101 North Loop W,Houston,Harris,0,0,0,0,0,0,0,(713) 588-0320,http://houstonheightser.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,12:44:14        ,-95.398444,29.813376
130,Fort Duncan Regional Medical Center,25265398,Vaccine Hub,,3333 North Foster Maldonado Blvd,Eagle Pass,Maverick,0,0,0,0,0,0,0,830-421-5151; 830-421-5122,www.eaglepasstx.us/formcenter/covid19-7/covid19-vaccine-priority-groups-registra-52,,,01/16/2021      ,09:51:37        ,-100.455679,28.71322
131,Dept of Public Health - Corpus Christi / Nueces County,25004340,Vaccine Hub,,1702 Horne Road,Corpus Christi,Nueces,0,0,2480,0,2480,0,2480,"361-826-7200, option 2",https://us1.quickscreen.health/corpus-christi-vaccination#/screening,,"Monday: 8:00 AM – 6:00 PM,Tuesday: 8:00 AM – 6:00 PM,Wednesday: 8:00 AM – 6:00 PM,Thursday: 8:00 AM – 6:00 PM,Friday: 8:00 AM – 12:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,10:12:33        ,-97.430296,27.75788
132,New Braunfels Rural Health Clinic,25090044,Medical Practice,,705 Landa St,New Braunfels,Comal,0,0,90,0,90,0,90,(830) 629-3614,http://www.newbraunfelsrhc.com/about-us.html,,"Monday: 8:00 AM – 4:30 PM,Tuesday: 8:00 AM – 4:30 PM,Wednesday: 8:00 AM – 4:30 PM,Thursday: 8:00 AM – 4:30 PM,Friday: 8:00 AM – 4:30 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,09:51:51        ,-98.144019,29.70133
133,UMC HEALTH SYSTEM,11662,Hospital,B,602 Indiana Ave,Lubbock,Lubbock,58,482,40,0,98,482,580,(806) 775-8200,https://www.umchealthsystem.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,10:02:11        ,-101.887947,33.592205
134,Neighborcare Clinic,25103961,Medical Practice,,2261 Singleton Blvd,Dallas,Dallas,0,0,100,0,100,0,100,(206) 722-8444,https://neighborcare.org/clinics/rainier-beach/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 9:30 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-96.860517,32.778848
140,UT HEALTH - HENDERSON,12603,Hospital,G,300 Wilson Street, Henderson,Rusk,0,0,80,0,80,0,80,(903) 657-7541,,,,01/15/2021      ,08:09:18        ,-94.796404,32.161635
142,A+ Life Style Medical Group,1502156018,Hospital,,815 Highway 71 West,Bastrop,,0,0,0,0,0,0,0,(512) 321- 1098,https://www.aplmg.org/,,,,,,
143,Frisco Medical Center,25205064,Hospital,,5601 Warren Pkwy,Frisco,Collin,0,0,0,0,0,0,0,,,,,,,-96.837557,33.106677
144,UT HEALTH - CARTHAGE,12597,Hospital,G,409 Cottage Rd, Carthage,Panola,0,0,90,0,90,0,90,(903) 693-3841,,,,01/15/2021      ,08:06:56        ,-94.346034,32.167099
147,North Texas Preferred Health Partners,25312894,Medical Practice,,3417 Gaston Avenue,Dallas,Dallas,0,0,0,0,0,0,0,(214) 823-4800,http://ntphp.com/,,,,,-96.780929,32.790542
148,Christus Trinity Clinic Jacksonville,25047302,Medical Practice,,2026 S Jackson St,Jacksonville,Cherokee,0,0,50,0,50,0,50,,,,,01/15/2021      ,10:24:31        ,-95.247797,31.938405
149,Hatcher Station Health Center,25089805,Other,,4600 Scyene Rd,Dallas,,0,0,0,0,0,0,0,,,,,,,-96.750436,32.770501
150,Friendly Neighborhood Health Clinic Pllc,25260541,Medical Practice,,617 E Loop 499,Harlingen,Cameron,0,0,0,0,0,0,0,(956) 428-8264,http://www.myfnhc.com/,,,,,-97.690761,26.223959
151,Brookshire Brothers Pharmacy 19,25207699,Pharmacy,,725 W Cameron Ave,Rockdale,Milam,0,0,20,0,20,0,20,(512) 446-5056,https://www.brookshirebrothers.com/store-location/store-19,,,01/16/2021      ,09:16:23        ,-97.010507,30.651395
152,Fresenius Kidney Care,1502148031,Medical Practice,,1202 Central Texas Expressway,Lampasas,Lampasas,0,0,0,0,0,0,0,(800) 881-5101,https://www.freseniuskidneycare.com/dialysis-centers/oklahoma/9011?utm_campaign=Website&utm_medium=&utm_source=YextGMB&utm_content=9011&y_source=1_MjYyMzIyNi03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,,"Monday: 6:00 AM – 4:00 PM,Tuesday: 6:00 AM – 4:00 PM,Wednesday: 6:00 AM – 4:00 PM,Thursday: 6:00 AM – 4:00 PM,Friday: 6:00 AM – 4:00 PM,Saturday: 6:00 AM – 4:00 PM,Sunday: Closed",01/14/2021      ,12:24:52        ,-98.16814,31.059311
153,United Pharmacy 516,25306763,Pharmacy,,4516 Old Jacksboro Hwy,Wichita Falls,Wichita,0,0,0,0,0,0,0,,,,,,,-98.494497,33.865086
154,Austin Public Safety Wellness Center,1111418000,Other,,517 S Pleasant Valley Rd,Austin,Travis,0,0,1200,0,1200,0,1200,(512) 974-0200,http://www.atxpublicsafetywellness.com/contacts,,,01/16/2021      ,08:52:43        ,-97.715265,30.245508
155,Brookshire Brothers Pharmacy 1,25207684,Pharmacy,,301 S Chestnut St,Lufkin,Angelina,0,0,10,0,10,0,10,(903) 455-1076,https://www.brookshires.com/pharmacy-wellness,,,01/16/2021      ,08:52:07        ,-94.718141,31.333195
156,Kendall County EMS,1502154687,Other,,1175 N Main St,Boerne,Kendall,0,0,0,0,0,0,0,830-249-9343,https://www.co.kendall.tx.us/default.aspx?Kendall_County/EMS,,,,,-98.74182,29.80812
157,GALO A. RODARTE MD PA,25243781,Medical Practice,,ROBINSON AVE.,EL PASO,EL PASO,0,0,160,0,160,0,160,,,,,01/11/2021      ,08:26:46        ,-106.500702,31.777311
158,PARKVIEW HOSPITAL,12745,Hospital,A,901 S Sweetwater St,Wheeler,Wheeler,0,0,0,0,0,0,0,(719) 584-4000,http://www.parkviewmc.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,08:30:57        ,-100.270881,35.439403
159,Brookshire Brothers Pharmacy 61,25207726,Pharmacy,,300 Bus Hwy 290 E,Hempstead,Waller,0,0,360,0,360,0,360,(979) 826-4895,https://www.brookshirebrothers.com/store-location/store-61,,,01/16/2021      ,08:22:38        ,-96.064724,30.097167
160,Wellmed Ben White,1502148025,Medical Practice,,706 W Ben White Bldg A,Austin,Travis,0,0,0,0,0,0,0,(512) 442-1996,http://www.wellmedhealthcare.com/,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 4:00 PM,Sunday: 9:00 AM – 4:00 PM",01/16/2021      ,08:16:11        ,-97.770784,30.227682
161,Wellmed Management,1502148027,Medical Practice,,7430 Remcon Circle,El Paso,El Paso,0,0,0,0,0,0,0,(512) 206-2986,https://www.wellmedhealthcare.com/,,,01/15/2021      ,07:09:42        ,-106.563731,31.834456
162,Wellmed Management,1502148026,Medical Practice,,13725 Northwest Blvd,Corpus Christi,Nueces,0,0,0,0,0,0,0,(512) 206-2986,https://www.wellmedhealthcare.com/,,,01/15/2021      ,07:11:59        ,-97.63557,27.85405
163,Wellmed Management,1502148028,Medical Practice,,9380 W Sam Houston Pkwy,Houston,Harris,0,0,0,0,0,0,0,(512) 206-2986,https://www.wellmedhealthcare.com/,,,01/16/2021      ,07:49:27        ,-95.559378,29.681748
164,Wellmed Management,1502148029,Medical Practice,,1001 James St,Weslaco,Hidalgo,0,0,0,0,0,0,0,(512) 206-2986,https://www.wellmedhealthcare.com/,,,01/15/2021      ,07:21:20        ,-97.97639,26.150263
165,Walgreens Pharmacy 05963,25193189,Pharmacy,,3801 Fm 3009,Schertz,Guadalupe,0,0,0,0,0,0,0,,Walgreens.com/covid19vac,,,01/15/2021      ,08:53:31        ,-98.268813,29.587804
166,LIBERTY-DAYTON REGIONAL MEDICAL CENTER,21635,Hospital,R,1353 N Travis St,Liberty,Liberty,0,0,40,0,40,0,40,(936) 336-9175,http://www.libertydaytonrmc.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,07:27:50        ,-94.797892,30.0685
167,Heb Pharmacy 615,25245122,Pharmacy,,25675 Nelson Way,Katy,Fort Bend,0,0,0,0,0,0,0,(281) 574-1808,https://www.heb.com/heb-store/US/tx/katy/katy-market-h-e-b-615?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,16:35:39        ,-95.821536,29.774718
168,Heb Pharmacy 623,25202499,Pharmacy,,9238 N Loop 1604 W,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 682-3419,https://www.heb.com/heb-store/US/tx/san-antonio/bandera-and-1604-h-e-b-plus!-623?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,,01/15/2021      ,16:18:50        ,-98.662674,29.556793
169,Christus Trinity Mother Frances,25088601,Other,,,Athens,,0,0,0,0,0,0,0,903-675-1725,,,,,,,
170,Albertsons Pharmacy 4290,25300327,Pharmacy,,480 NW Pkwy St,Azle,Tarrant,0,0,0,0,0,0,0,,,,,,,-97.544526,32.902103
171,Heb Pharmacy 585,25203518,Pharmacy,,1520 Austin Hwy,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 828-5076,https://www.heb.com/heb-store/US/tx/san-antonio/austin-highway-h-e-b-585?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,"Monday: 6:00 AM – 11:00 PM,Tuesday: 6:00 AM – 11:00 PM,Wednesday: 6:00 AM – 11:00 PM,Thursday: 6:00 AM – 11:00 PM,Friday: 6:00 AM – 11:00 PM,Saturday: 6:00 AM – 11:00 PM,Sunday: 6:00 AM – 11:00 PM",01/15/2021      ,16:28:19        ,-98.431927,29.494573
172,Heb Pharmacy 013,25201633,Pharmacy,,4031 E Us Highway 83,Rio Grande City,Starr,0,0,7,0,7,0,7,(956) 487-0905,https://www.heb.com/heb-store/US/tx/rio-grande-city/rio-grande-city-h-e-b-plus!-13?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,,01/07/2021      ,00:00:00        ,-98.800357,26.372521
173,Heb Pharmacy 139,25202410,Pharmacy,,5801 Weber Rd,Corpus Christi,Nueces,0,0,0,0,0,0,0,(361) 854-8441,https://www.heb.com/heb-store/US/tx/corpus-christi/weber-and-holly-h-e-b-139?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 8:30 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,17:22:20        ,-97.404886,27.711666
174,Heb Pharmacy 580,25202549,Pharmacy,,2800 E Whitestone,Cedar Park,Williamson,0,0,0,0,0,0,0,(512) 528-0150,https://www.heb.com/heb-store/US/tx/cedar-park/parmer-and-whitestone-h-e-b-580?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,16:21:14        ,-97.783311,30.534334
175,Heb Pharmacy 414,25202480,Pharmacy,,2508 S Day St,Brenham,Washington,0,0,0,0,0,0,0,(979) 277-0906,https://www.heb.com/heb-store/US/tx/brenham/brenham-h-e-b-414?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,17:19:35        ,-96.396267,30.14466
176,Heb Pharmacy 265,25202450,Pharmacy,,170 E Whitestone Blvd,Cedar Park,Williamson,0,0,0,0,0,0,0,(512) 259-5755,https://www.heb.com/heb-store/US/tx/cedar-park/whitestone-blvd-h-e-b-265?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,,,,-97.828141,30.521451
177,Heb Pharmacy 596,25202562,Pharmacy,,6711 South Fry Rd,Katy,Fort Bend,0,0,0,0,0,0,0,(281) 392-1188,https://www.heb.com/heb-store/US/tx/katy/grand-parkway-h-e-b-plus!-596?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,16:32:49        ,-95.775148,29.714484
178,Heb Pharmacy 659,25202463,Pharmacy,,14028 North Us 183,Austin,Williamson,0,0,0,0,0,0,0,(512) 249-9886,https://www.heb.com/heb-store/US/tx/austin/lakeline-h-e-b-plus!-659?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,16:31:02        ,-97.801394,30.476817
179,Heb Pharmacy 448,25201479,Pharmacy,,2206 W Palma Vista,Mission,Hidalgo,0,0,0,0,0,0,0,(956) 585-3959,https://www.heb.com/heb-store/US/tx/palmview/palmview-h-e-b-448?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",,,-98.378841,26.234095
180,Heb Pharmacy 416,25202482,Pharmacy,,450 E Travis St,La Grange,Fayette,0,0,0,0,0,0,0,(979) 968-8677,https://www.heb.com/heb-store/US/tx/la-grange/la-grange-h-e-b-416?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,17:21:23        ,-96.872911,29.907463
181,Heb Pharmacy 568,25202541,Pharmacy,,12018 Perrin Beitel Rd,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 655-9542,https://www.heb.com/heb-store/US/tx/san-antonio/nacogdoches-and-thousand-oaks-h-e-b-568?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",01/15/2021      ,16:18:44        ,-98.407967,29.549635
