OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
95,Resource Care Albany Hq,Medical Practice,,725 PATE ST STE 100,ALBANY,Shackelford,725 PATE ST STE 100,76430,32.7318636852937,-99.288293174226,0,0,0,0,0,0,0,100,(254) 559-7215,http://www.resourcecare.org/,,,,-99.288293,32.731864
96,Mclennan Cnty St Juve Corr Fac,Other,,116 W Burleson Rd,Mart,McLennan,116 W Burleson Rd,76664,31.5440564584983,-96.8416008034145,0,0,70,0,70,0,70,100,,,,01/27/2021      ,08:43:07        ,-96.841601,31.544056
97,Centromed Sarah E Davidson,Community Clinic,,1 Haven For Hope Way Ste 300,San Antonio,Bexar,1 Haven For Hope Way Ste 300,78207,29.4329169167587,-98.5059809158348,0,0,100,0,100,0,100,100,(210)220-2330,https://www.centromedsa.com/sarah-e.-davidson.html,,01/27/2021      ,07:40:07        ,-98.505981,29.432917
98,Ron Jackson State Juvenile Correctional,Other,,611 Fm 3254 Old Bangs Road,Brownwood,Brown,611 Fm 3254 Old Bangs Road,76801,31.6887,-98.96772,0,0,0,0,0,0,0,100,,,,,,-98.96772,31.6887
99,Su Clinica Women's Health Center- Harlingen,Other,,1706 Treasure Hills Blvd,Harlingen,Cameron,1706 Treasure Hills Blvd,78550,26.171616581301,-97.6679206593892,0,0,0,0,0,0,0,100,,,,,,-97.667921,26.171617
100,Christus Mother Frances Hospital - Jacksonville,Hospital,G,2026 S Jackson St,Jacksonville,Cherokee,2026 S Jackson St,75766,31.9379267617771,-95.2493782133094,0,0,0,200,0,200,200,300,(903) 593-8441,https://www.christushealth.org/trinity/tyler?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTE3ODE0OTItNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,01/27/2021      ,09:07:33        ,-95.249378,31.937927
101,Legacy Community Health Bissonnet Clinic,Community Clinic,,12667 Bissonnet Street ,Houston,Harris,"12667 Bissonnet Street, Houston, TX, USA",77099,29.6767825,-95.6016268,0,0,100,0,100,0,100,100,,,,01/26/2021      ,15:36:04        ,-95.601627,29.676783
102,Walmart Pharmacy 265,Pharmacy,,1900 W Moore Ave,Terrell,Kaufman,"1900 West Moore Avenue, Terrell, TX, USA",75160,32.7397644,-96.3061602,0,0,0,100,0,100,100,0,,,,01/27/2021      ,08:27:31        ,-96.30616,32.739764
103,Heb Pharmacy 567,Pharmacy,,999 E Basse Rd,San Antonio,Bexar,999 E Basse Rd,78209,29.4967115435272,-98.4692089531892,0,0,0,41,0,41,41,200,(210) 822-0270,https://www.heb.com/heb-store/US/tx/san-antonio/lincoln-heights-market-h-e-b-567?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:58:45        ,-98.469209,29.496712
104,Heb Pharmacy 566,Pharmacy,,24165 W Interstate 10 Ste 300,San Antonio,Bexar,24165 W Interstate 10 Ste 300,78257,29.6648982724091,-98.63173044184,0,0,0,0,0,0,0,200,(210) 687-1072,https://www.heb.com/heb-store/US/tx/san-antonio/leon-springs-h-e-b-566?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:57:24        ,-98.63173,29.664898
105,Heb Pharmacy 564,Pharmacy,,130 Sawdust Rd,Spring,Montgomery,130 Sawdust Rd,77380,30.1267497009259,-95.4457084533971,0,0,0,84,0,84,84,200,(281) 292-0774,https://www.heb.com/heb-store/US/tx/spring/woodlands-1-h-e-b-564?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:56:01        ,-95.445708,30.12675
106,Heb Pharmacy 563,Pharmacy,,19900 Southwest Frwy,Sugar Land,Fort Bend,19900 Southwest Frwy,77479,29.5648489983589,-95.6861539910017,0,0,0,97,0,97,97,200,(281) 239-2055,https://www.heb.com/heb-store/US/tx/sugar-land/riverpark-h-e-b-563?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:54:43        ,-95.686154,29.564849
107,Heb Pharmacy 562,Pharmacy,,1409 Highway 35 N,Rockport,Aransas,1409 Highway 35 N,78382,28.0380829513897,-97.0425472215834,0,0,0,90,0,90,90,400,(361) 729-0530,https://www.heb.com/heb-store/US/tx/rockport/rockport-h-e-b-562?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:53:23        ,-97.042547,28.038083
108,Heb Pharmacy 561,Pharmacy,,407 S Adams St,Fredericksburg,Gillespie,407 S Adams St,78624,30.2709600516925,-98.8760481769573,0,0,0,100,0,100,100,200,(830) 997-8809,https://www.heb.com/heb-store/US/tx/fredericksburg/fredericksburg-h-e-b-561?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:52:06        ,-98.876048,30.27096
109,Heb Pharmacy 558,Pharmacy,,701 W Parkwood Ave,Friendswood,Galveston,701 W Parkwood Ave,77546,29.506259956167,-95.1916411496658,0,0,0,86,0,86,86,200,(281) 996-9971,https://www.heb.com/heb-store/US/tx/friendswood/friendswood-h-e-b-558?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:50:21        ,-95.191641,29.50626
110,Heb Pharmacy 557,Pharmacy,,801 Ih 35 N,Waco,McLennan,801 Ih 35 N,76705,31.5868657561672,-97.1091410438302,0,0,0,90,0,90,90,200,(254) 799-0219,https://www.heb.com/heb-store/US/tx/bellmead/35-and-84-h-e-b-plus!-557?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:48:46        ,-97.109141,31.586866
111,Heb Pharmacy 556,Pharmacy,,2118 Fredericksburg Rd,San Antonio,Bexar,2118 Fredericksburg Rd,78201,29.4649233014627,-98.5263906319281,0,0,0,0,0,0,0,200,(210) 737-2040,https://www.heb.com/heb-store/US/tx/san-antonio/deco-district-h-e-b-556?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:47:33        ,-98.526391,29.464923
112,Heb Pharmacy 555,Pharmacy,,910 Kitty Hawk Rd,Universal City,Bexar,910 Kitty Hawk Rd,78148,29.5478449666626,-98.3128769874164,0,0,0,89,0,89,89,200,(210) 945-2120,https://www.heb.com/heb-store/US/tx/universal-city/kitty-hawk-h-e-b-555?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:46:09        ,-98.312877,29.547845
113,Brookshires Pharmacy 45,Pharmacy,,3354 Gilmer Rd,Longview,Gregg,3354 Gilmer Rd,75604,32.5468836476054,-94.7987007229292,0,0,0,60,0,60,60,200,(903) 297-6963,https://www.brookshires.com/covid-19-information,,01/25/2021      ,19:00:32        ,-94.798701,32.546884
114,Heb Pharmacy 554,Pharmacy,,1505 E Rio Grande,Victoria,Victoria,1505 E Rio Grande,77901,28.8063430454609,-96.9886000719799,0,0,0,100,0,100,100,200,(361) 572-8001,https://www.heb.com/heb-store/US/tx/victoria/59-and-lauren-h-e-b-554?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:44:36        ,-96.9886,28.806343
115,Heb Pharmacy 553,Pharmacy,,4955 Highway 6 N,Houston,Harris,4955 Highway 6 N,77084,29.8505079885249,-95.6486420406255,0,0,0,45,0,45,45,200,(281) 859-9381,https://www.heb.com/heb-store/US/tx/houston/bear-creek-h-e-b-553?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,01/26/2021      ,18:43:12        ,-95.648642,29.850508
116,Heb Pharmacy 551,Pharmacy,,11815 Westheimer,Houston,Harris,11815 Westheimer,77077,29.7364004467315,-95.5873289218113,0,0,0,51,0,51,51,200,(281) 497-8479,https://www.heb.com/heb-store/US/tx/houston/westheimer-and-kirkwood-h-e-b-551?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:41:30        ,-95.587329,29.7364
117,Su Clinica - Raymondville,Other,,131 Fm 3168,Raymondville,Willacy,131 Fm 3168,78580,26.4670317797091,-97.7842837427096,0,0,0,0,0,0,0,100,,,,,,-97.784284,26.467032
118,Heb Pharmacy 544,Pharmacy,,725 E Villa Maria,Bryan,Brazos,725 E Villa Maria,77802,30.6440193255635,-96.3528378290834,0,0,0,19,0,19,19,200,(979) 822-1850,https://www.heb.com/heb-store/US/tx/bryan/bryan-3-h-e-b-544?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:39:48        ,-96.352838,30.644019
119,Heb Pharmacy 543,Pharmacy,,1900 Texas Ave S,College Station,Brazos,1900 Texas Ave S,77840,30.6138660575325,-96.3175614999226,0,0,0,60,0,60,60,200,(979) 693-1238,https://www.heb.com/heb-store/US/tx/college-station/college-station-h-e-b-543?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:38:29        ,-96.317561,30.613866
120,Heb Pharmacy 541,Pharmacy,,10100 Beechnut,Houston,Harris,10100 Beechnut,77072,29.6897774933326,-95.55995798463,0,0,0,0,0,0,0,200,(281) 564-5209,https://www.heb.com/heb-store/US/tx/houston/beechnut-h-e-b-541?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:36:37        ,-95.559958,29.689777
121,Heb Pharmacy 540,Pharmacy,,3111 Woodridge Ste 500,Houston,Harris,3111 Woodridge Ste 500,77087,29.6987284107014,-95.2967873830744,0,0,0,29,0,29,29,200,(713) 847-0071,https://www.heb.com/heb-store/US/tx/houston/gulfgate-h-e-b-540?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:34:37        ,-95.296787,29.698728
122,Heb Pharmacy 498,Pharmacy,,7405 Fm 1960 E,Humble,Harris,7405 Fm 1960 E,77346,29.9983261868735,-95.1644160825979,0,0,0,100,0,100,100,200,(281) 812-4729,https://www.heb.com/heb-store/US/tx/humble/atascocita-h-e-b-498?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:32:27        ,-95.164416,29.998326
123,Frontera Clinicmenard,Other,,119 S Ellis,Menard,Menard,119 S Ellis,76859,30.908626,-99.787372,0,0,0,0,0,0,0,100,,,,,,-99.787372,30.908626
124,Heb Pharmacy 497,Pharmacy,,1621 S Mason Rd,Katy,Harris,1621 S Mason Rd,77450,29.7568688447386,-95.7513760941806,0,0,0,100,0,100,100,200,(281) 599-0958,https://www.heb.com/heb-store/US/tx/katy/mason-rd-h-e-b-497?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:31:08        ,-95.751376,29.756869
125,Heb Pharmacy 495,Pharmacy,,603 Louis Henna Blvd,Round Rock,Williamson,603 Louis Henna Blvd,78664,30.4824329542377,-97.6598643686899,0,0,0,82,0,82,82,200,(956) 424-7920,https://www.heb.com/heb-store/US/tx/mission/conway-and-griffin-pkwy-571?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:29:47        ,-97.659864,30.482433
126,Heb Pharmacy 494,Pharmacy,,10660 Culebra Rd,San Antonio,Bexar,10660 Culebra Rd,78251,29.4910550161689,-98.7027199746588,0,0,0,0,0,0,0,200,(210) 684-1234,https://www.heb.com/heb-store/US/tx/san-antonio/culebra-and-1604-h-e-b-494?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:26:43        ,-98.70272,29.491055
127,Heb Pharmacy 492,Pharmacy,,1550 Fry Rd,Houston,Harris,1550 Fry Rd,77084,29.7893099951508,-95.716745003926,0,0,0,46,0,46,46,200,(281) 829-2565,https://www.heb.com/heb-store/US/tx/houston/fry-rd-and-i10-h-e-b-492?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:24:22        ,-95.716745,29.78931
128,El Indio Hwy Clinic,Community Clinic,,4018 El Indio Highway,Eagle Pass,Maverick,4018 El Indio Highway,78852,28.6742286191667,-100.459609711757,0,0,0,20,0,20,20,200,(830) 872-3460,https://umchealth.com/El-Indio-Hwy-Clinic,,01/26/2021      ,08:27:31        ,-100.45961,28.674229
129,Heb Pharmacy 489,Pharmacy,,2250 Boca Chica Blvd,Brownsville,Cameron,2250 Boca Chica Blvd,78521,25.9193280087408,-97.4886439635831,0,0,0,39,0,39,39,200,(956) 541-0384,https://www.heb.com/heb-store/US/tx/brownsville/boca-chica-h-e-b-489?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:22:35        ,-97.488644,25.919328
130,Heb Pharmacy 488,Pharmacy,,1600 Wildcat Dr,Portland,San Patricio,1600 Wildcat Dr,78374,27.8870900012027,-97.3190389188556,0,0,464,106,464,106,570,800,(361) 643-1514,https://www.heb.com/heb-store/US/tx/portland/portland-h-e-b-488?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:20:25        ,-97.319039,27.88709
131,Heb Pharmacy 487,Pharmacy,,4500 Fm 2338,Georgetown,Williamson,4500 Fm 2338,78628,30.6829143949648,-97.7178886000734,0,0,0,77,0,77,77,200,(512) 868-1273,https://www.heb.com/heb-store/US/tx/georgetown/williams-drive-h-e-b-487?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,18:18:34        ,-97.717889,30.682914
132,Ut Physicians Multispecialty Jensen,Community Clinic,,2620 E Crosstimbers St Ste 100,Houston,Harris,2620 E Crosstimbers St Ste 100,77093,29.8285839929768,-95.3435438701079,0,0,30,0,30,0,30,100,(713) 486-8550,https://www.utphysicians.com/jensen,,01/26/2021      ,18:17:28        ,-95.343544,29.828584
133,Heb Pharmacy 485,Pharmacy,,310 N Westgate Dr,Weslaco,Hidalgo,310 N Westgate Dr,78596,26.1635677039748,-98.0067476242961,0,0,0,87,0,87,87,200,(956) 447-5901,https://www.heb.com/heb-store/US/tx/weslaco/83-and-westgate-h-e-b-485?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,01/26/2021      ,18:16:58        ,-98.006748,26.163568
134,Dept of State Health Services - Kaufman,Other,,2525 US-175,Kaufman,Kaufman,"2525 U.S. 175, Kaufman, TX, USA STE B",75142,32.5614554,-96.2893282,0,0,70,0,70,0,70,100,,,,01/26/2021      ,15:37:14        ,-96.289328,32.561455
135,Community Health Center Of Lubbock Lub,Other,,1610 5TH ST,LUBBOCK,Lubbock,1610 5TH ST,79401,33.5911383809073,-101.852670616851,0,0,0,0,0,0,0,100,,,,,,-101.852671,33.591138
136,Internal Medicine Associates Of Houston,Medical Practice,,10970 Shadow Creek Pkwy,Pearland,Brazoria,10970 Shadow Creek Pkwy,77584,29.5772850185527,-95.3887039680913,0,0,0,200,0,200,200,400,(281) 398-8044,http://www.pimah.com/,,01/26/2021      ,17:50:52        ,-95.388704,29.577285
137,Christus Trinity Clinic South Broadway Commons,Medical Practice,,8288,Tyler,Smith,8288 S. Broadway,75703,32.2591346605956,-95.3077688139432,0,0,220,0,220,0,220,0,(903) 606-7060,https://www.christushealth.org/trinity/clinic/locations-directions/broadway-commons?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTE3ODE1MTQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,01/26/2021      ,19:09:34        ,-95.307769,32.259135
138,Super 1 Pharmacy 605,Pharmacy,,3828 Troup Hwy,Tyler,Smith,3828 Troup Hwy,75703,32.3088933258823,-95.268381496551,0,0,0,10,0,10,10,200,(903) 581-9666,https://www.brookshires.com/covid-19-information,,01/26/2021      ,15:57:14        ,-95.268381,32.308893
139,Heb Pharmacy 480,Pharmacy,,9900 Wurzbach Rd,San Antonio,Bexar,9900 Wurzbach Rd,78230,29.5324482068103,-98.5608300280573,0,0,0,0,0,0,0,200,(210) 696-1073,https://www.heb.com/heb-store/US/tx/san-antonio/i10-and-wurzbach-h-e-b-480?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:54:54        ,-98.56083,29.532448
140,"Dr. Mario Sanchez, DO",Other,,106 N Main St,La Feria,,"106 N Main St, La Feria, TX 78559",78559,26.1582,-97.82401,0,0,0,0,0,0,0,100,956-797-2002,,,01/26/2021      ,16:54:11        ,-97.82401,26.1582
141,Heb Pharmacy 479,Pharmacy,,201 Fm 685,Pflugerville,Travis,201 Fm 685,78660,30.4386161362931,-97.6125562366154,0,0,0,43,0,43,43,200,(512) 251-9037,https://www.heb.com/heb-store/US/tx/pflugerville/pflugerville-h-e-b-479?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:53:48        ,-97.612556,30.438616
142,Heb Pharmacy 477,Pharmacy,,15300 Ih 35 S,Buda,Hays,15300 Ih 35 S,78610,30.0873767999912,-97.8202350123184,0,0,0,61,0,61,61,200,(512) 312-0907,https://www.heb.com/heb-store/US/tx/buda/buda-h-e-b-477?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:52:41        ,-97.820235,30.087377
143,Heb Pharmacy 476,Pharmacy,,500 Canyon Ridge Dr,Austin,Travis,500 Canyon Ridge Dr,78753,30.4052670162196,-97.6718899689949,0,0,0,61,0,61,61,200,(512) 973-8753,https://www.heb.com/heb-store/US/tx/austin/tech-ridge-h-e-b-476?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:51:28        ,-97.67189,30.405267
144,Heb Pharmacy 475,Pharmacy,,1080 Highway 290 E,Elgin,Bastrop,1080 Highway 290 E,78621,30.3066210988216,-97.2997726805138,0,0,0,90,0,90,90,300,(512) 285-4719,https://www.heb.com/heb-store/US/tx/elgin/elgin-h-e-b-475?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:50:22        ,-97.299773,30.306621
145,Heb Pharmacy 474,Pharmacy,,4724 Highway 6,Missouri City,Fort Bend,4724 Highway 6,77459,29.5797461967818,-95.5818497555248,0,0,0,89,0,89,89,200,(281) 403-2172,https://www.heb.com/heb-store/US/tx/missouri-city/lake-colony-h-e-b-474?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,01/26/2021      ,16:48:27        ,-95.58185,29.579746
146,Heb Pharmacy 473,Pharmacy,,6210 Fairmont Pkwy,Pasadena,Harris,6210 Fairmont Pkwy,77505,29.6496925501383,-95.1446981332939,0,0,0,100,0,100,100,200,(281) 487-6170,https://www.heb.com/heb-store/US/tx/pasadena/pasadena-3-h-e-b-473?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:47:31        ,-95.144698,29.649693
147,Heb Pharmacy 467,Pharmacy,,701 E Milam St,Mexia,Limestone,701 E Milam St,76667,31.6842401640882,-96.4787035884702,0,0,0,91,0,91,91,300,(254) 562-5123,https://www.heb.com/heb-store/US/tx/mexia/mexia-h-e-b-467?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:46:18        ,-96.478704,31.68424
148,Heb Pharmacy 466,Pharmacy,,108 N Rosillo St,San Antonio,Bexar,108 N Rosillo St,78207,29.4284755594229,-98.5255988773541,0,0,0,25,0,25,25,200,(210) 227-0211,https://www.heb.com/heb-store/US/tx/san-antonio/commerce-and-rosillo-h-e-b-466?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:45:07        ,-98.525599,29.428476
149,Fresh By Brookshires Pharmacy 801,Pharmacy,,6991 Old Jacksonville Hwy,Tyler,Smith,6991 Old Jacksonville Hwy,75703,32.2715436072423,-95.339265742963,0,0,0,0,0,0,0,100,(903) 747-3508,https://www.brookshires.com/covid-19-information,,01/26/2021      ,18:39:17        ,-95.339266,32.271544
150,Heb Pharmacy 465,Pharmacy,,2701 E 7th St,Austin,Travis,2701 E 7th St,78702,30.2605130571219,-97.711275274731,0,0,0,0,0,0,0,200,(512) 478-8086,https://www.heb.com/heb-store/US/tx/austin/7th-street-h-e-b-465?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:44:07        ,-97.711275,30.260513
151,Heb Pharmacy 463,Pharmacy,,1150 N Fm 1604 W,San Antonio,Bexar,1150 N Fm 1604 W,78248,29.6062879961013,-98.510233004815,0,0,0,41,0,41,41,200,(210) 408-8145,https://www.heb.com/heb-store/US/tx/san-antonio/loop-1604-and-blanco-rd-h-e-b-plus!-463?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:43:02        ,-98.510233,29.606288
152,Heb Pharmacy 462,Pharmacy,,3033 S Port Ave,Corpus Christi,Nueces,3033 S Port Ave,78405,27.7668131691249,-97.4202655709446,0,0,0,69,0,69,69,300,(361) 883-0875,https://www.heb.com/heb-store/US/tx/corpus-christi/s-port-and-tarlton-h-e-b-462?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:41:44        ,-97.420266,27.766813
153,Heb Pharmacy 455,Pharmacy,,200 W Hopkins St,San Marcos,Hays,200 W Hopkins St,78666,29.8828610032253,-97.9432079838325,0,0,0,100,0,100,100,200,(512) 396-0303,https://www.heb.com/heb-store/US/tx/san-marcos/west-hopkins-h-e-b-455?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:40:30        ,-97.943208,29.882861
154,Heb Pharmacy 451,Pharmacy,,7301 North Fm 620,Austin,Travis,7301 North Fm 620,78726,30.4051507592224,-97.8532341205759,0,0,0,53,0,53,53,200,(512) 336-7706,https://www.heb.com/heb-store/US/tx/austin/four-points-h-e-b-451?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:39:03        ,-97.853234,30.405151
155,Heb Pharmacy 449,Pharmacy,,7811 Mcpherson Rd,Laredo,Webb,7811 Mcpherson Rd,78045,27.5766786223168,-99.4733503085899,0,0,0,6,0,6,6,200,(956) 712-8053,https://www.heb.com/heb-store/US/tx/laredo/mcpherson-rd-h-e-b-449?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:37:53        ,-99.47335,27.576679
156,Heb Pharmacy 448,Pharmacy,,2206 W Palma Vista,Mission,Hidalgo,2206 W Palma Vista,78572,26.2340951912633,-98.3788407034754,0,0,0,91,0,91,91,200,(956) 585-3959,https://www.heb.com/heb-store/US/tx/palmview/palmview-h-e-b-448?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:35:26        ,-98.378841,26.234095
157,Brookshires Pharmacy 109,Pharmacy,,609 Linda Drive,Daingerfield,Morris,609 Linda Drive,75638,33.0283330301885,-94.7216275216644,0,0,0,0,0,0,0,300,(903) 645-4552,https://www.brookshires.com/covid-19-information,,01/27/2021      ,07:10:06        ,-94.721628,33.028333
158,Heb Pharmacy 446,Pharmacy,,2155 Paredes Line Rd,Brownsville,Cameron,2155 Paredes Line Rd,78521,25.949846141017,-97.4871156911776,0,0,0,6,0,6,6,200,(956) 574-9707,https://www.heb.com/heb-store/US/tx/brownsville/paredes-and-torres-h-e-b-plus!-446?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:34:25        ,-97.487116,25.949846
159,Brookshires Pharmacy 133,Pharmacy,,1001 Joshua Station St,Joshua,Johnson,1001 Joshua Station St,76058,32.4472624121455,-97.3865228786071,0,0,0,0,0,0,0,300,(817) 556-2389,https://www.brookshires.com/covid-19-information,,01/24/2021      ,16:01:54        ,-97.386523,32.447262
160,Heb Pharmacy 445,Pharmacy,,403 S Colorado St,Lockhart,Caldwell,403 S Colorado St,78644,29.8814636142372,-97.6696608856646,0,0,0,88,0,88,88,300,(512) 398-6797,https://www.heb.com/heb-store/US/tx/lockhart/lockhart-h-e-b-445?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,01/26/2021      ,16:33:02        ,-97.669661,29.881464
